stkcd,dealseq,inscode,biddercode,price_normal,shares,policy_flag
'300010,24,INBK49,INBK49_1,1.14,530,0
'300010,24,INBK2,INBK2_4,1.138888889,530,0
'300010,24,INBK42,INBK42_1,1.125,530,0
'300010,24,INBK8,INBK8_1,1.116666667,100,0
'300010,24,INBK27,INBK27_3,1.111111111,530,0
'300010,24,INBK27,INBK27_9,1.111111111,530,0
'300010,24,INBK33,INBK33_4,1.111111111,530,0
'300010,24,FINC21,FINC21_1,1.111111111,530,0
'300010,24,FUND53,FUND53_19,1.111111111,530,0
'300010,24,FUND57,FUND57_1,1.111111111,250,0
'300010,24,FUND57,FUND57_2,1.111111111,200,0
'300010,24,FUND57,FUND57_4,1.111111111,100,0
'300010,24,INBK70,INBK70_1,1.111111111,530,0
'300010,24,FUND58,FUND58_5,1.111111111,530,0
'300010,24,INBK77,INBK77_45,1.111111111,530,0
'300010,24,INBK8,INBK8_10,1.108333333,530,0
'300010,24,INBK9,INBK9_2,1.104444444,530,0
'300010,24,FUND10,FUND10_6,1.055555556,430,0
'300010,24,FUND28,FUND28_11,1.055555556,530,0
'300010,24,TRST22,TRST22_1,1.055555556,130,0
'300010,24,INBK77,INBK77_36,1.044444444,530,0
'300010,24,INBK7,INBK7_2,1.038888889,530,0
'300010,24,INBK68,INBK68_7,1.038888889,530,0
'300010,24,INBK11,INBK11_4,1.027777778,530,0
'300010,24,INBK21,INBK21_1,1.027777778,530,0
'300010,24,INBK50,INBK50_3,1.027777778,530,0
'300010,24,FUND39,FUND39_18,1.022222222,530,0
'300010,24,FUND39,FUND39_23,1.022222222,530,0
'300010,24,INBK54,INBK54_3,1.013333333,530,0
'300010,24,INBK48,INBK48_4,1.005555556,100,0
'300010,24,FINC19,FINC19_1,1.005,530,0
'300010,24,FINC2,FINC2_1,1,530,0
'300010,24,FUND2,FUND2_35,1,530,0
'300010,24,FUND2,FUND2_38,1,530,0
'300010,24,FUND9,FUND9_18,1,530,0
'300010,24,FUND9,FUND9_20,1,530,0
'300010,24,FUND9,FUND9_24,1,530,0
'300010,24,FUND10,FUND10_15,1,530,0
'300010,24,FUND28,FUND28_4,1,500,0
'300010,24,FUND28,FUND28_9,1,530,0
'300010,24,FUND28,FUND28_12,1,530,0
'300010,24,TRST19,TRST19_1,1,530,0
'300010,24,INBK53,INBK53_1,1,530,0
'300010,24,INBK61,INBK61_1,1,530,0
'300010,24,INBK63,INBK63_2,1,530,0
'300010,24,FUND52,FUND52_11,1,100,0
'300010,24,TRST31,TRST31_1,1,530,0
'300010,24,FINC30,FINC30_1,1,530,0
'300010,24,INBK75,INBK75_1,1,530,0
'300010,24,INBK41,INBK41_1,0.988888889,530,0
'300010,24,INBK74,INBK74_2,0.988888889,450,0
'300010,24,INBK46,INBK46_1,0.976666667,530,0
'300010,24,INBK3,INBK3_3,0.961111111,530,0
'300010,24,TRST8,TRST8_1,0.95,300,0
'300010,24,INBK13,INBK13_8,0.944444444,530,0
'300010,24,FUND14,FUND14_1,0.944444444,530,0
'300010,24,FUND14,FUND14_2,0.944444444,530,0
'300010,24,FUND14,FUND14_4,0.944444444,530,0
'300010,24,FUND23,FUND23_84,0.944444444,530,0
'300010,24,FUND26,FUND26_21,0.944444444,530,0
'300010,24,FUND26,FUND26_30,0.944444444,530,0
'300010,24,FUND26,FUND26_52,0.944444444,530,0
'300010,24,TRST29,TRST29_1,0.944444444,180,0
'300010,24,INBK77,INBK77_40,0.9,530,0
'300010,24,INBK35,INBK35_3,0.897222222,170,0
'300010,24,FUND55,FUND55_11,0.894444444,530,0
'300010,24,INBK22,INBK22_1,0.888888889,100,0
'300010,24,INBK34,INBK34_1,0.888888889,530,0
'300010,24,FUND19,FUND19_12,0.888888889,250,0
'300010,24,FUND27,FUND27_11,0.888888889,300,0
'300010,24,FUND53,FUND53_16,0.888888889,530,0
'300010,24,FUND53,FUND53_20,0.888888889,530,0
'300010,24,INBK28,INBK28_5,0.883333333,500,0
'300010,24,INBK37,INBK37_1,0.877777778,530,0
'300010,24,INBK67,INBK67_4,0.861111111,450,0
'300010,24,FUND6,FUND6_6,0.854444444,530,0
'300010,24,INBK14,INBK14_6,0.838888889,530,0
'300010,24,INBK59,INBK59_1,0.838888889,530,0
'300010,24,INBK12,INBK12_4,0.833333333,530,0
'300010,24,FINC5,FINC5_1,0.833333333,300,0
'300010,24,INBK20,INBK20_5,0.833333333,530,0
'300010,24,FUND19,FUND19_11,0.833333333,530,0
'300010,24,FUND27,FUND27_10,0.833333333,300,0
'300010,24,FUND27,FUND27_12,0.833333333,300,0
'300010,24,INBK56,INBK56_1,0.833333333,530,0
'300010,24,INBK72,INBK72_1,0.833333333,530,0
'300010,24,TRST39,TRST39_1,0.833333333,260,0
'300010,24,TRST39,TRST39_5,0.833333333,530,0
'300010,24,FUND17,FUND17_6,0.822222222,530,0
'300010,24,FUND17,FUND17_9,0.822222222,530,0
'300010,24,FUND17,FUND17_10,0.822222222,100,0
'300010,24,FUND19,FUND19_6,0.822222222,530,0
'300010,24,INBK35,INBK35_3,0.818888889,190,0
'300010,24,FINC24,FINC24_1,0.811111111,530,0
'300010,24,FUND15,FUND15_11,0.781111111,530,0
'300010,24,INBK19,INBK19_11,0.777777778,530,0
'300010,24,INBK35,INBK35_3,0.756111111,170,0
'300010,24,FUND6,FUND6_1,0.75,530,0
'300010,24,INBK67,INBK67_1,0.75,530,0
'300010,24,INBK24,INBK24_1,0.733333333,530,0
'300010,24,INBK5,INBK5_2,0.722222222,200,0
'300010,24,FUND25,FUND25_11,0.722222222,530,0
'300010,24,FUND53,FUND53_42,0.722222222,530,0
'300010,24,FUND53,FUND53_46,0.722222222,530,0
'300010,24,TRST39,TRST39_1,0.694444444,270,0
'300010,24,FUND4,FUND4_12,0.683333333,530,0
'300010,24,INBK64,INBK64_1,0.666666667,530,0
'300010,24,FINC38,FINC38_1,0.666666667,530,0
'300010,24,INBK5,INBK5_2,0.644444444,330,0
'300010,24,QFII8,QFII8_1,0.638888889,100,0
'300010,24,INBK71,INBK71_4,0.611111111,530,0
'300010,24,FINC28,FINC28_1,0.555555556,530,0
'300011,38,FUND53,FUND53_16,1.351351351,260,0
'300011,38,FUND53,FUND53_19,1.351351351,260,0
'300011,38,FUND53,FUND53_20,1.351351351,260,0
'300011,38,INBK48,INBK48_4,1.324324324,160,0
'300011,38,INBK49,INBK49_1,1.25945946,260,0
'300011,38,TRST14,TRST14_2,1.216216216,260,0
'300011,38,FUND26,FUND26_21,1.216216216,260,0
'300011,38,FUND26,FUND26_33,1.216216216,260,0
'300011,38,FUND26,FUND26_49,1.216216216,260,0
'300011,38,TRST22,TRST22_1,1.216216216,140,0
'300011,38,INSN7,INSN7_4,1.216216216,100,0
'300011,38,INSN7,INSN7_10,1.216216216,100,0
'300011,38,INSN7,INSN7_41,1.216216216,200,0
'300011,38,INBK57,INBK57_1,1.216216216,260,0
'300011,38,TRST30,TRST30_3,1.216216216,260,0
'300011,38,TRST30,TRST30_9,1.216216216,260,0
'300011,38,TRST30,TRST30_11,1.216216216,260,0
'300011,38,FINC32,FINC32_1,1.216216216,260,0
'300011,38,TRST32,TRST32_1,1.216216216,260,0
'300011,38,TRST32,TRST32_2,1.216216216,260,0
'300011,38,TRST32,TRST32_3,1.216216216,260,0
'300011,38,TRST32,TRST32_4,1.216216216,260,0
'300011,38,TRST32,TRST32_5,1.216216216,260,0
'300011,38,TRST32,TRST32_7,1.216216216,260,0
'300011,38,FUND58,FUND58_5,1.216216216,260,0
'300011,38,FUND58,FUND58_6,1.216216216,250,0
'300011,38,FUND10,FUND10_15,1.194054054,260,0
'300011,38,INBK42,INBK42_1,1.191891892,260,0
'300011,38,INBK11,INBK11_2,1.189189189,130,0
'300011,38,INBK11,INBK11_4,1.189189189,130,0
'300011,38,FUND10,FUND10_6,1.189189189,260,0
'300011,38,FUND10,FUND10_12,1.189189189,200,0
'300011,38,FUND10,FUND10_14,1.189189189,260,0
'300011,38,TRST24,TRST24_1,1.189189189,160,0
'300011,38,INBK2,INBK2_4,1.167567568,260,0
'300011,38,FINC2,FINC2_1,1.162162162,260,0
'300011,38,INBK15,INBK15_3,1.162162162,260,0
'300011,38,INBK27,INBK27_9,1.162162162,260,0
'300011,38,TRST27,TRST27_1,1.162162162,260,0
'300011,38,FUND53,FUND53_14,1.162162162,260,0
'300011,38,FUND53,FUND53_36,1.162162162,260,0
'300011,38,FUND53,FUND53_37,1.162162162,260,0
'300011,38,FUND55,FUND55_7,1.162162162,260,0
'300011,38,FUND55,FUND55_10,1.162162162,260,0
'300011,38,FUND55,FUND55_11,1.162162162,260,0
'300011,38,TRST32,TRST32_6,1.162162162,260,0
'300011,38,FINC19,FINC19_1,1.161351351,260,0
'300011,38,INBK63,INBK63_2,1.148648649,260,0
'300011,38,FINC21,FINC21_1,1.144594595,260,0
'300011,38,FINC7,FINC7_1,1.135135135,260,0
'300011,38,INBK8,INBK8_1,1.095945946,100,0
'300011,38,INBK13,INBK13_8,1.094594595,260,0
'300011,38,FUND28,FUND28_12,1.085945946,260,0
'300011,38,FUND21,FUND21_5,1.083783784,250,0
'300011,38,FUND49,FUND49_3,1.082432432,100,0
'300011,38,FUND12,FUND12_4,1.081081081,260,0
'300011,38,FUND12,FUND12_9,1.081081081,260,0
'300011,38,FUND12,FUND12_11,1.081081081,260,0
'300011,38,INBK53,INBK53_1,1.081081081,260,0
'300011,38,TRST31,TRST31_1,1.081081081,110,0
'300011,38,INBK75,INBK75_1,1.081081081,260,0
'300011,38,FUND61,FUND61_1,1.081081081,260,0
'300011,38,TRST30,TRST30_2,1.05945946,160,0
'300011,38,TRST30,TRST30_6,1.05945946,260,0
'300011,38,FUND6,FUND6_3,1.054054054,260,0
'300011,38,FUND6,FUND6_6,1.054054054,260,0
'300011,38,FUND6,FUND6_12,1.054054054,260,0
'300011,38,FUND6,FUND6_15,1.054054054,260,0
'300011,38,FUND6,FUND6_19,1.054054054,260,0
'300011,38,FUND14,FUND14_2,1.054054054,200,0
'300011,38,INBK33,INBK33_4,1.054054054,260,0
'300011,38,FUND21,FUND21_6,1.054054054,180,0
'300011,38,TRST19,TRST19_1,1.054054054,260,0
'300011,38,TRST25,TRST25_1,1.054054054,260,0
'300011,38,FUND54,FUND54_1,1.054054054,260,0
'300011,38,INBK10,INBK10_1,1.027027027,260,0
'300011,38,INBK22,INBK22_4,1.027027027,260,0
'300011,38,FUND28,FUND28_11,1.027027027,260,0
'300011,38,TRST24,TRST24_1,1.027027027,100,0
'300011,38,FINC26,FINC26_1,1.027027027,260,0
'300011,38,INBK26,INBK26_3,1.006486487,260,0
'300011,38,QFII2,QFII2_1,1,200,0
'300011,38,FUND17,FUND17_6,1,260,0
'300011,38,FUND17,FUND17_9,1,260,0
'300011,38,FUND17,FUND17_10,1,260,0
'300011,38,FUND17,FUND17_12,1,260,0
'300011,38,FUND17,FUND17_18,1,210,0
'300011,38,FUND17,FUND17_19,1,260,0
'300011,38,FUND17,FUND17_20,1,110,0
'300011,38,FUND17,FUND17_25,1,120,0
'300011,38,FUND55,FUND55_6,1,100,0
'300011,38,INBK66,INBK66_1,1,130,0
'300011,38,INBK77,INBK77_36,1,260,0
'300011,38,INBK44,INBK44_1,0.972972973,260,0
'300011,38,INBK28,INBK28_5,0.967567568,260,0
'300011,38,FUND6,FUND6_9,0.955405405,260,0
'300011,38,FUND6,FUND6_18,0.955405405,260,0
'300011,38,FINC5,FINC5_1,0.945945946,230,0
'300011,38,FUND9,FUND9_13,0.945945946,260,0
'300011,38,FUND9,FUND9_18,0.945945946,100,0
'300011,38,FUND9,FUND9_19,0.945945946,260,0
'300011,38,FUND9,FUND9_20,0.945945946,260,0
'300011,38,FUND9,FUND9_24,0.945945946,260,0
'300011,38,FUND11,FUND11_7,0.945945946,260,0
'300011,38,INBK19,INBK19_11,0.945945946,260,0
'300011,38,INBK34,INBK34_1,0.945945946,260,0
'300011,38,FUND23,FUND23_22,0.945945946,100,0
'300011,38,FUND27,FUND27_10,0.945945946,260,0
'300011,38,FUND27,FUND27_11,0.945945946,260,0
'300011,38,FUND27,FUND27_12,0.945945946,260,0
'300011,38,TRST17,TRST17_1,0.945945946,260,0
'300011,38,INBK62,INBK62_1,0.945945946,100,0
'300011,38,INBK66,INBK66_1,0.945945946,130,0
'300011,38,INBK70,INBK70_1,0.945945946,260,0
'300011,38,INBK2,INBK2_1,0.940540541,150,0
'300011,38,INBK7,INBK7_2,0.927027027,260,0
'300011,38,INBK21,INBK21_1,0.927027027,260,0
'300011,38,INBK22,INBK22_1,0.927027027,100,0
'300011,38,FUND11,FUND11_5,0.918918919,110,0
'300011,38,FUND23,FUND23_21,0.918918919,260,0
'300011,38,FUND23,FUND23_24,0.918918919,140,0
'300011,38,FUND23,FUND23_27,0.918918919,260,0
'300011,38,FUND23,FUND23_39,0.918918919,260,0
'300011,38,FUND23,FUND23_40,0.918918919,150,0
'300011,38,FUND23,FUND23_44,0.918918919,260,0
'300011,38,FUND23,FUND23_46,0.918918919,260,0
'300011,38,FUND23,FUND23_69,0.918918919,100,0
'300011,38,FUND23,FUND23_70,0.918918919,100,0
'300011,38,FUND33,FUND33_5,0.918918919,260,0
'300011,38,INBK48,INBK48_4,0.918918919,100,0
'300011,38,INBK20,INBK20_5,0.912162162,260,0
'300011,38,INBK54,INBK54_3,0.912162162,260,0
'300011,38,INBK29,INBK29_4,0.910810811,130,0
'300011,38,INBK35,INBK35_3,0.904594595,130,0
'300011,38,FUND1,FUND1_2,0.894594595,260,0
'300011,38,FUND1,FUND1_7,0.894594595,260,0
'300011,38,FUND37,FUND37_7,0.891891892,120,0
'300011,38,FUND2,FUND2_33,0.864864865,180,0
'300011,38,INBK58,INBK58_1,0.864864865,260,0
'300011,38,INBK74,INBK74_2,0.85945946,260,0
'300011,38,INBK41,INBK41_1,0.851351351,260,0
'300011,38,INBK5,INBK5_2,0.847567568,200,0
'300011,38,INBK68,INBK68_7,0.843243243,100,0
'300011,38,INBK27,INBK27_3,0.837837838,260,0
'300011,38,FUND56,FUND56_6,0.837837838,260,0
'300011,38,FUND56,FUND56_19,0.837837838,200,0
'300011,38,INBK67,INBK67_4,0.837837838,210,0
'300011,38,INBK8,INBK8_10,0.821081081,260,0
'300011,38,INBK35,INBK35_3,0.821081081,130,0
'300011,38,FUND2,FUND2_21,0.810810811,260,0
'300011,38,FUND2,FUND2_35,0.810810811,260,0
'300011,38,FUND2,FUND2_38,0.810810811,260,0
'300011,38,FUND25,FUND25_6,0.810810811,260,0
'300011,38,FUND39,FUND39_4,0.810810811,260,0
'300011,38,FUND39,FUND39_23,0.810810811,260,0
'300011,38,INBK69,INBK69_15,0.810810811,260,0
'300011,38,INBK71,INBK71_3,0.810810811,100,0
'300011,38,INBK72,INBK72_1,0.810810811,260,0
'300011,38,FUND18,FUND18_13,0.805405405,200,0
'300011,38,FINC24,FINC24_1,0.797297297,260,0
'300011,38,INBK24,INBK24_1,0.794594595,260,0
'300011,38,FINC30,FINC30_1,0.794594595,260,0
'300011,38,TRST39,TRST39_5,0.792702703,260,0
'300011,38,FUND25,FUND25_11,0.783783784,260,0
'300011,38,INBK59,INBK59_1,0.783783784,260,0
'300011,38,FUND18,FUND18_3,0.756756757,260,0
'300011,38,INBK62,INBK62_1,0.756756757,160,0
'300011,38,FUND4,FUND4_12,0.751621622,260,0
'300011,38,INBK29,INBK29_4,0.751351351,130,0
'300011,38,FUND16,FUND16_9,0.72972973,260,0
'300011,38,FUND18,FUND18_11,0.72972973,260,0
'300011,38,INBK50,INBK50_3,0.713513514,260,0
'300011,38,INBK56,INBK56_1,0.705405405,260,0
'300011,38,FUND9,FUND9_18,0.702702703,160,0
'300011,38,INBK77,INBK77_40,0.689189189,260,0
'300011,38,FUND19,FUND19_6,0.675675676,260,0
'300011,38,INBK71,INBK71_4,0.675675676,260,0
'300011,38,INBK12,INBK12_4,0.621621622,260,0
'300011,38,INBK77,INBK77_38,0.621621622,260,0
'300011,38,INBK77,INBK77_45,0.621621622,260,0
'300011,38,INBK67,INBK67_1,0.547297297,260,0
'300011,38,TRST39,TRST39_1,0.545135135,130,0
'300011,38,TRST39,TRST39_1,0.484594595,130,0
'300011,38,FINC28,FINC28_1,0.425675676,260,0
'300012,38,INBK9,INBK9_1,1.396666667,420,0
'300012,38,TRST36,TRST36_1,1.386666667,130,0
'300012,38,INBK15,INBK15_3,1.226666667,420,0
'300012,38,FUND10,FUND10_15,1.206,420,0
'300012,38,FUND10,FUND10_6,1.2,420,0
'300012,38,FUND10,FUND10_12,1.2,300,0
'300012,38,FUND10,FUND10_14,1.2,420,0
'300012,38,FUND53,FUND53_19,1.2,420,0
'300012,38,INBK74,INBK74_2,1.172666667,420,0
'300012,38,FINC19,FINC19_1,1.166666667,420,0
'300012,38,TRST30,TRST30_3,1.166666667,420,0
'300012,38,TRST30,TRST30_9,1.166666667,420,0
'300012,38,TRST30,TRST30_11,1.166666667,420,0
'300012,38,FINC32,FINC32_1,1.166666667,420,0
'300012,38,TRST32,TRST32_1,1.166666667,420,0
'300012,38,TRST32,TRST32_2,1.166666667,420,0
'300012,38,TRST32,TRST32_3,1.166666667,420,0
'300012,38,TRST32,TRST32_4,1.166666667,420,0
'300012,38,TRST32,TRST32_5,1.166666667,420,0
'300012,38,TRST32,TRST32_7,1.166666667,420,0
'300012,38,INBK73,INBK73_5,1.166666667,420,0
'300012,38,INBK48,INBK48_4,1.15,320,0
'300012,38,INBK42,INBK42_1,1.14,420,0
'300012,38,INBK7,INBK7_2,1.133333333,420,0
'300012,38,INBK57,INBK57_1,1.133333333,420,0
'300012,38,FUND58,FUND58_1,1.133333333,420,0
'300012,38,FUND58,FUND58_3,1.133333333,100,0
'300012,38,FUND58,FUND58_5,1.133333333,420,0
'300012,38,FUND58,FUND58_6,1.133333333,420,0
'300012,38,FUND28,FUND28_12,1.106,420,0
'300012,38,INBK2,INBK2_4,1.1,420,0
'300012,38,FUND7,FUND7_5,1.1,100,0
'300012,38,INBK19,INBK19_2,1.1,200,0
'300012,38,INBK21,INBK21_1,1.1,420,0
'300012,38,FUND28,FUND28_9,1.1,420,0
'300012,38,FUND28,FUND28_11,1.1,420,0
'300012,38,INBK70,INBK70_1,1.1,420,0
'300012,38,FUND1,FUND1_2,1.07,420,0
'300012,38,FUND1,FUND1_7,1.07,280,0
'300012,38,INBK14,INBK14_6,1.07,420,0
'300012,38,FINC2,FINC2_1,1.066666667,420,0
'300012,38,INBK5,INBK5_2,1.066666667,100,0
'300012,38,INBK9,INBK9_2,1.066666667,420,0
'300012,38,INBK13,INBK13_8,1.066666667,420,0
'300012,38,FUND9,FUND9_20,1.066666667,420,0
'300012,38,FUND9,FUND9_24,1.066666667,420,0
'300012,38,INBK22,INBK22_4,1.066666667,420,0
'300012,38,FINC7,FINC7_1,1.066666667,420,0
'300012,38,FUND14,FUND14_2,1.066666667,420,0
'300012,38,FUND14,FUND14_4,1.066666667,420,0
'300012,38,FUND14,FUND14_5,1.066666667,420,0
'300012,38,INBK27,INBK27_9,1.066666667,420,0
'300012,38,TRST13,TRST13_1,1.066666667,100,0
'300012,38,INBK41,INBK41_1,1.066666667,420,0
'300012,38,FUND27,FUND27_11,1.066666667,420,0
'300012,38,INBK53,INBK53_1,1.066666667,420,0
'300012,38,FINC21,FINC21_1,1.066666667,420,0
'300012,38,FUND52,FUND52_11,1.066666667,100,0
'300012,38,TRST32,TRST32_6,1.066666667,420,0
'300012,38,INBK50,INBK50_3,1.066333333,420,0
'300012,38,INBK54,INBK54_3,1.056,420,0
'300012,38,INBK61,INBK61_1,1.05,420,0
'300012,38,INBK29,INBK29_4,1.033333333,210,0
'300012,38,FUND26,FUND26_16,1.033333333,420,0
'300012,38,FUND26,FUND26_21,1.033333333,420,0
'300012,38,FUND26,FUND26_30,1.033333333,420,0
'300012,38,FUND26,FUND26_49,1.033333333,420,0
'300012,38,INBK48,INBK48_4,1.033333333,100,0
'300012,38,FUND56,FUND56_6,1.033333333,420,0
'300012,38,FUND56,FUND56_19,1.033333333,300,0
'300012,38,INBK2,INBK2_1,1.006666667,420,0
'300012,38,TRST25,TRST25_1,1.006666667,120,0
'300012,38,FUND4,FUND4_12,1,420,0
'300012,38,INBK10,INBK10_1,1,420,0
'300012,38,FUND17,FUND17_6,1,420,0
'300012,38,FUND17,FUND17_9,1,420,0
'300012,38,FUND17,FUND17_10,1,420,0
'300012,38,FUND17,FUND17_12,1,200,0
'300012,38,FUND20,FUND20_5,1,300,0
'300012,38,INBK44,INBK44_1,1,420,0
'300012,38,TRST19,TRST19_1,1,420,0
'300012,38,FUND52,FUND52_9,1,420,0
'300012,38,INBK66,INBK66_1,1,100,0
'300012,38,INBK69,INBK69_15,1,420,0
'300012,38,INBK75,INBK75_1,1,420,0
'300012,38,INBK33,INBK33_4,0.966666667,420,0
'300012,38,INBK66,INBK66_1,0.966666667,100,0
'300012,38,TRST31,TRST31_1,0.966666667,420,0
'300012,38,FUND2,FUND2_21,0.933333333,420,0
'300012,38,FUND2,FUND2_35,0.933333333,420,0
'300012,38,FUND2,FUND2_36,0.933333333,420,0
'300012,38,FUND2,FUND2_38,0.933333333,420,0
'300012,38,INBK3,INBK3_3,0.933333333,420,0
'300012,38,FUND6,FUND6_3,0.933333333,420,0
'300012,38,FUND6,FUND6_6,0.933333333,420,0
'300012,38,FUND6,FUND6_10,0.933333333,420,0
'300012,38,FUND6,FUND6_18,0.933333333,300,0
'300012,38,FUND6,FUND6_19,0.933333333,420,0
'300012,38,FINC5,FINC5_1,0.933333333,380,0
'300012,38,FUND9,FUND9_18,0.933333333,420,0
'300012,38,INBK22,INBK22_1,0.933333333,100,0
'300012,38,FUND46,FUND46_1,0.933333333,100,0
'300012,38,FUND53,FUND53_16,0.933333333,420,0
'300012,38,FUND53,FUND53_20,0.933333333,420,0
'300012,38,FUND55,FUND55_10,0.933333333,420,0
'300012,38,FUND55,FUND55_11,0.933333333,420,0
'300012,38,INBK28,INBK28_5,0.916666667,420,0
'300012,38,INBK5,INBK5_2,0.905,170,0
'300012,38,INBK27,INBK27_3,0.9,420,0
'300012,38,FUND37,FUND37_7,0.9,140,0
'300012,38,INBK63,INBK63_2,0.9,420,0
'300012,38,INBK77,INBK77_36,0.9,420,0
'300012,38,INBK58,INBK58_1,0.886666667,420,0
'300012,38,TRST23,TRST23_1,0.883666667,100,0
'300012,38,INBK29,INBK29_4,0.866666667,210,0
'300012,38,FUND21,FUND21_6,0.866666667,270,0
'300012,38,FUND27,FUND27_10,0.866666667,420,0
'300012,38,FUND27,FUND27_12,0.866666667,200,0
'300012,38,INBK59,INBK59_1,0.866666667,420,0
'300012,38,FUND55,FUND55_6,0.866666667,100,0
'300012,38,INBK77,INBK77_38,0.866666667,420,0
'300012,38,INBK77,INBK77_45,0.866666667,420,0
'300012,38,INBK77,INBK77_40,0.855,420,0
'300012,38,INBK20,INBK20_5,0.833333333,420,0
'300012,38,INBK34,INBK34_1,0.833333333,420,0
'300012,38,TRST29,TRST29_1,0.833333333,200,0
'300012,38,FUND52,FUND52_5,0.833333333,420,0
'300012,38,FUND52,FUND52_8,0.833333333,420,0
'300012,38,FUND53,FUND53_14,0.833333333,420,0
'300012,38,FUND53,FUND53_36,0.833333333,420,0
'300012,38,FUND53,FUND53_37,0.833333333,420,0
'300012,38,FUND55,FUND55_1,0.833333333,420,0
'300012,38,INBK67,INBK67_1,0.833333333,420,0
'300012,38,INBK71,INBK71_3,0.833333333,120,0
'300012,38,INBK72,INBK72_1,0.83,420,0
'300012,38,TRST39,TRST39_1,0.821333333,210,0
'300012,38,FUND8,FUND8_1,0.816666667,420,0
'300012,38,FUND8,FUND8_5,0.816666667,420,0
'300012,38,INBK19,INBK19_11,0.816666667,420,0
'300012,38,INBK67,INBK67_4,0.816666667,340,0
'300012,38,INBK30,INBK30_3,0.8,420,0
'300012,38,FUND19,FUND19_3,0.8,200,0
'300012,38,FUND23,FUND23_21,0.8,420,0
'300012,38,FUND23,FUND23_24,0.8,160,0
'300012,38,FUND23,FUND23_39,0.8,420,0
'300012,38,FUND23,FUND23_40,0.8,200,0
'300012,38,FUND23,FUND23_44,0.8,420,0
'300012,38,FUND23,FUND23_46,0.8,420,0
'300012,38,FUND23,FUND23_69,0.8,100,0
'300012,38,INBK35,INBK35_3,0.793333333,140,0
'300012,38,FUND19,FUND19_2,0.783333333,380,0
'300012,38,FUND19,FUND19_8,0.783333333,380,0
'300012,38,INBK64,INBK64_1,0.772666667,420,0
'300012,38,INBK12,INBK12_4,0.766666667,420,0
'300012,38,INBK35,INBK35_3,0.746666667,140,0
'300012,38,INBK5,INBK5_2,0.743333333,150,0
'300012,38,TRST39,TRST39_1,0.73,210,0
'300012,38,TRST23,TRST23_1,0.717,320,0
'300012,38,FUND12,FUND12_9,0.7,420,0
'300012,38,INBK24,INBK24_1,0.7,420,0
'300012,38,FUND39,FUND39_23,0.7,420,0
'300012,38,FINC24,FINC24_1,0.7,420,0
'300012,38,FINC30,FINC30_1,0.7,420,0
'300012,38,INBK35,INBK35_3,0.694333333,140,0
'300012,38,TRST39,TRST39_5,0.665,420,0
'300012,38,INBK8,INBK8_10,0.65,420,0
'300012,38,FUND19,FUND19_6,0.6,420,0
'300012,38,FINC28,FINC28_1,0.54,420,0
'300012,38,INBK71,INBK71_4,0.5,420,0
'300013,38,FUND58,FUND58_5,1.333333333,300,0
'300013,38,FINC19,FINC19_1,1.305555556,300,0
'300013,38,INBK48,INBK48_4,1.25,200,0
'300013,38,INBK49,INBK49_1,1.236666667,300,0
'300013,38,FUND10,FUND10_15,1.232222222,300,0
'300013,38,FUND7,FUND7_2,1.222222222,70,0
'300013,38,FUND10,FUND10_6,1.222222222,300,0
'300013,38,FUND10,FUND10_12,1.222222222,200,0
'300013,38,FUND10,FUND10_14,1.222222222,300,0
'300013,38,INBK42,INBK42_1,1.175,300,0
'300013,38,FINC2,FINC2_1,1.166666667,300,0
'300013,38,FUND9,FUND9_20,1.166666667,300,0
'300013,38,FUND9,FUND9_24,1.166666667,300,0
'300013,38,INBK27,INBK27_9,1.166666667,300,0
'300013,38,TRST19,TRST19_1,1.166666667,300,0
'300013,38,INBK50,INBK50_3,1.166666667,300,0
'300013,38,INSN7,INSN7_11,1.166666667,100,0
'300013,38,INBK66,INBK66_1,1.166666667,150,0
'300013,38,TRST32,TRST32_6,1.166666667,300,0
'300013,38,FUND52,FUND52_11,1.127777778,50,0
'300013,38,INBK2,INBK2_4,1.124444444,300,0
'300013,38,TRST13,TRST13_1,1.124444444,100,0
'300013,38,FINC21,FINC21_1,1.124444444,300,0
'300013,38,INBK54,INBK54_3,1.124444444,300,0
'300013,38,INBK48,INBK48_4,1.122777778,100,0
'300013,38,FUND11,FUND11_8,1.111111111,200,0
'300013,38,INBK19,INBK19_11,1.111111111,300,0
'300013,38,FINC7,FINC7_1,1.111111111,300,0
'300013,38,TRST18,TRST18_1,1.111111111,200,0
'300013,38,INBK66,INBK66_1,1.111111111,150,0
'300013,38,TRST30,TRST30_3,1.111111111,300,0
'300013,38,TRST30,TRST30_9,1.111111111,300,0
'300013,38,TRST30,TRST30_11,1.111111111,300,0
'300013,38,TRST31,TRST31_1,1.111111111,300,0
'300013,38,FINC32,FINC32_1,1.111111111,300,0
'300013,38,TRST32,TRST32_1,1.111111111,300,0
'300013,38,TRST32,TRST32_2,1.111111111,300,0
'300013,38,TRST32,TRST32_3,1.111111111,300,0
'300013,38,TRST32,TRST32_4,1.111111111,300,0
'300013,38,TRST32,TRST32_5,1.111111111,300,0
'300013,38,TRST32,TRST32_7,1.111111111,300,0
'300013,38,INBK69,INBK69_15,1.111111111,300,0
'300013,38,INBK75,INBK75_1,1.111111111,300,0
'300013,38,INBK28,INBK28_5,1.1,300,0
