shares,inscode,bidcode,policy_flag,price_normal,dealseq,stkcd2
370,INSN5,INSN5_43,0,0.7844222961,78,'002325
600,INBK50,INBK50_3,0,0.7781469177,78,'002325
300,TRST23,TRST23_1,0,0.7755629384,78,'002325
600,INBK71,INBK71_4,0,0.7751937984,78,'002325
600,INBK67,INBK67_1,0,0.7530454042,78,'002325
200,FUND5,FUND5_3,0,0.738279808,78,'002325
100,INBK30,INBK30_3,0,0.738279808,78,'002325
600,INBK26,INBK26_3,0,0.7235142119,78,'002325
600,INBK72,INBK72_1,0,0.7235142119,78,'002325
600,TRST39,TRST39_5,0,0.7235142119,78,'002325
600,FUND4,FUND4_7,0,0.7198228128,78,'002325
600,FUND4,FUND4_12,0,0.7198228128,78,'002325
350,INSN13,INSN13_20,0,0.69213732,78,'002325
600,INSN13,INSN13_54,0,0.69213732,78,'002325
600,INSN13,INSN13_55,0,0.69213732,78,'002325
600,INSN13,INSN13_56,0,0.69213732,78,'002325
600,INSN13,INSN13_57,0,0.69213732,78,'002325
600,INSN13,INSN13_58,0,0.69213732,78,'002325
380,INSN13,INSN13_67,0,0.69213732,78,'002325
100,FUND23,FUND23_5,0,0.6644518272,78,'002325
100,FUND23,FUND23_48,0,0.6644518272,78,'002325
100,FUND23,FUND23_58,0,0.6644518272,78,'002325
100,FUND23,FUND23_61,0,0.6644518272,78,'002325
100,FUND23,FUND23_71,0,0.6644518272,78,'002325
100,FUND23,FUND23_82,0,0.6644518272,78,'002325
100,FUND23,FUND23_85,0,0.6644518272,78,'002325
600,FUND23,FUND23_86,0,0.6644518272,78,'002325
300,FUND37,FUND37_7,0,0.6644518272,78,'002325
120,INBK29,INBK29_4,0,0.6378737542,78,'002325
600,FUND23,FUND23_84,0,0.6275378368,78,'002325
240,INBK29,INBK29_4,0,0.5980066445,78,'002325
240,INBK29,INBK29_4,0,0.5581395349,78,'002325
100,FUND37,FUND37_7,0,0.553709856,78,'002325
670,FUND55,FUND55_10,0,1.7,78,'002326
670,FUND55,FUND55_11,0,1.68,78,'002326
350,FUND58,FUND58_5,0,1.68,78,'002326
340,FUND55,FUND55_7,0,1.6,78,'002326
670,INBK42,INBK42_9,0,1.35,78,'002326
670,INBK60,INBK60_1,0,1.35,78,'002326
370,TRST30,TRST30_8,0,1.326,78,'002326
290,TRST30,TRST30_12,0,1.326,78,'002326
480,TRST30,TRST30_13,0,1.326,78,'002326
450,TRST30,TRST30_16,0,1.326,78,'002326
390,TRST30,TRST30_18,0,1.326,78,'002326
670,FINC19,FINC19_1,0,1.32,78,'002326
670,INSN4,INSN4_4,0,1.3,78,'002326
670,INBK24,INBK24_1,0,1.29,78,'002326
670,INSN4,INSN4_2,0,1.264,78,'002326
670,INSN4,INSN4_3,0,1.264,78,'002326
670,INSN7,INSN7_24,0,1.255,78,'002326
670,INSN7,INSN7_25,0,1.255,78,'002326
670,INSN7,INSN7_28,0,1.255,78,'002326
670,INSN7,INSN7_29,0,1.255,78,'002326
670,INSN7,INSN7_30,0,1.255,78,'002326
670,INSN7,INSN7_31,0,1.255,78,'002326
670,INSN7,INSN7_38,0,1.255,78,'002326
270,INBK8,INBK8_3,0,1.25,78,'002326
670,FUND4,FUND4_10,0,1.25,78,'002326
670,FUND10,FUND10_14,0,1.25,78,'002326
670,INBK27,INBK27_1,0,1.25,78,'002326
600,FUND18,FUND18_3,0,1.25,78,'002326
500,FUND18,FUND18_13,0,1.25,78,'002326
670,FUND20,FUND20_5,0,1.25,78,'002326
240,FUND21,FUND21_6,0,1.25,78,'002326
500,INSN4,INSN4_7,0,1.25,78,'002326
370,INSN4,INSN4_10,0,1.25,78,'002326
120,INSN7,INSN7_4,0,1.25,78,'002326
100,INSN7,INSN7_5,0,1.25,78,'002326
260,INSN7,INSN7_10,0,1.25,78,'002326
170,INSN7,INSN7_11,0,1.25,78,'002326
530,INSN7,INSN7_41,0,1.25,78,'002326
670,INBK69,INBK69_15,0,1.25,78,'002326
670,INBK73,INBK73_5,0,1.25,78,'002326
670,INBK75,INBK75_1,0,1.25,78,'002326
670,INBK77,INBK77_38,0,1.25,78,'002326
670,INBK77,INBK77_45,0,1.25,78,'002326
670,INBK13,INBK13_8,0,1.225,78,'002326
670,TRST28,TRST28_1,0,1.225,78,'002326
670,FUND1,FUND1_7,0,1.2,78,'002326
100,INBK8,INBK8_2,0,1.2,78,'002326
600,INBK8,INBK8_7,0,1.2,78,'002326
500,FUND18,FUND18_11,0,1.2,78,'002326
500,FUND22,FUND22_3,0,1.2,78,'002326
670,INSN4,INSN4_8,0,1.2,78,'002326
400,INSN4,INSN4_9,0,1.2,78,'002326
150,INSN4,INSN4_11,0,1.2,78,'002326
670,INSN4,INSN4_12,0,1.2,78,'002326
670,INSN4,INSN4_13,0,1.2,78,'002326
670,INSN4,INSN4_14,0,1.2,78,'002326
670,INSN4,INSN4_15,0,1.2,78,'002326
670,INSN4,INSN4_16,0,1.2,78,'002326
670,INSN4,INSN4_21,0,1.2,78,'002326
670,INBK58,INBK58_1,0,1.2,78,'002326
670,INBK42,INBK42_1,0,1.195,78,'002326
310,TRST30,TRST30_1,0,1.195,78,'002326
540,TRST30,TRST30_2,0,1.195,78,'002326
670,TRST30,TRST30_6,0,1.195,78,'002326
310,TRST30,TRST30_17,0,1.195,78,'002326
670,FUND26,FUND26_35,0,1.19,78,'002326
670,FUND26,FUND26_52,0,1.19,78,'002326
500,FUND43,FUND43_6,0,1.19,78,'002326
600,FUND4,FUND4_4,0,1.175,78,'002326
670,INBK27,INBK27_3,0,1.175,78,'002326
670,QFII2,QFII2_1,0,1.16,78,'002326
100,FUND17,FUND17_1,0,1.16,78,'002326
670,FUND17,FUND17_12,0,1.16,78,'002326
180,FUND17,FUND17_15,0,1.16,78,'002326
100,FUND17,FUND17_16,0,1.16,78,'002326
100,FUND17,FUND17_17,0,1.16,78,'002326
150,FUND17,FUND17_18,0,1.16,78,'002326
200,FUND17,FUND17_19,0,1.16,78,'002326
100,FUND17,FUND17_20,0,1.16,78,'002326
80,FUND17,FUND17_25,0,1.16,78,'002326
670,FUND17,FUND17_28,0,1.16,78,'002326
670,FUND17,FUND17_29,0,1.16,78,'002326
50,FUND17,FUND17_30,0,1.16,78,'002326
670,INSN3,INSN3_1,0,1.15,78,'002326
670,INSN3,INSN3_2,0,1.15,78,'002326
670,INSN4,INSN4_6,0,1.15,78,'002326
70,INBK77,INBK77_1,0,1.15,78,'002326
70,INBK77,INBK77_3,0,1.15,78,'002326
80,INBK77,INBK77_7,0,1.15,78,'002326
90,INBK77,INBK77_8,0,1.15,78,'002326
50,INBK77,INBK77_9,0,1.15,78,'002326
60,INBK77,INBK77_10,0,1.15,78,'002326
100,INBK77,INBK77_12,0,1.15,78,'002326
60,INBK77,INBK77_16,0,1.15,78,'002326
50,INBK77,INBK77_17,0,1.15,78,'002326
60,INBK77,INBK77_23,0,1.15,78,'002326
50,INBK77,INBK77_25,0,1.15,78,'002326
70,INBK77,INBK77_27,0,1.15,78,'002326
60,INBK77,INBK77_28,0,1.15,78,'002326
70,INBK77,INBK77_31,0,1.15,78,'002326
670,INBK77,INBK77_32,0,1.15,78,'002326
670,INBK77,INBK77_34,0,1.15,78,'002326
90,INBK77,INBK77_47,0,1.15,78,'002326
670,FUND60,FUND60_11,0,1.15,78,'002326
670,FUND12,FUND12_5,0,1.1,78,'002326
600,FUND12,FUND12_11,0,1.1,78,'002326
670,INBK27,INBK27_9,0,1.1,78,'002326
670,INBK42,INBK42_2,0,1.1,78,'002326
50,FUND40,FUND40_3,0,1.1,78,'002326
100,FUND40,FUND40_4,0,1.1,78,'002326
670,INBK63,INBK63_2,0,1.1,78,'002326
600,INBK69,INBK69_3,0,1.1,78,'002326
540,INBK69,INBK69_4,0,1.1,78,'002326
600,INBK69,INBK69_10,0,1.1,78,'002326
270,INBK69,INBK69_11,0,1.1,78,'002326
600,INBK69,INBK69_12,0,1.1,78,'002326
670,FUND60,FUND60_5,0,1.1,78,'002326
480,FUND60,FUND60_12,0,1.1,78,'002326
450,FUND60,FUND60_13,0,1.1,78,'002326
300,FUND60,FUND60_18,0,1.1,78,'002326
670,INBK5,INBK5_2,0,1.09,78,'002326
370,FUND34,FUND34_21,0,1.08,78,'002326
90,FUND9,FUND9_14,0,1.075,78,'002326
630,FUND9,FUND9_15,0,1.075,78,'002326
630,FUND9,FUND9_18,0,1.075,78,'002326
330,FUND9,FUND9_19,0,1.075,78,'002326
630,FUND9,FUND9_24,0,1.075,78,'002326
630,FUND9,FUND9_25,0,1.075,78,'002326
80,FUND34,FUND34_58,0,1.075,78,'002326
370,INBK54,INBK54_2,0,1.075,78,'002326
340,INBK9,INBK9_1,0,1.0645,78,'002326
670,FUND10,FUND10_15,0,1.064,78,'002326
520,TRST3,TRST3_1,0,1.0585,78,'002326
670,FUND4,FUND4_7,0,1.05,78,'002326
670,FUND4,FUND4_13,0,1.05,78,'002326
670,FUND4,FUND4_14,0,1.05,78,'002326
670,FUND6,FUND6_6,0,1.05,78,'002326
140,FUND6,FUND6_15,0,1.05,78,'002326
670,FUND6,FUND6_18,0,1.05,78,'002326
300,FUND6,FUND6_19,0,1.05,78,'002326
240,TRST9,TRST9_1,0,1.05,78,'002326
670,FINC6,FINC6_1,0,1.05,78,'002326
670,INBK20,INBK20_5,0,1.05,78,'002326
500,TRST14,TRST14_2,0,1.05,78,'002326
670,INBK37,INBK37_1,0,1.05,78,'002326
670,INBK42,INBK42_8,0,1.05,78,'002326
670,INBK44,INBK44_1,0,1.05,78,'002326
430,FUND30,FUND30_1,0,1.05,78,'002326
670,TRST19,TRST19_1,0,1.05,78,'002326
100,FUND34,FUND34_3,0,1.05,78,'002326
50,FUND34,FUND34_7,0,1.05,78,'002326
90,FUND34,FUND34_10,0,1.05,78,'002326
80,FUND34,FUND34_57,0,1.05,78,'002326
110,FUND34,FUND34_65,0,1.05,78,'002326
670,FUND37,FUND37_6,0,1.05,78,'002326
210,QFII8,QFII8_1,0,1.05,78,'002326
670,INSN10,INSN10_2,0,1.05,78,'002326
670,INSN10,INSN10_3,0,1.05,78,'002326
670,INSN10,INSN10_4,0,1.05,78,'002326
50,FUND53,FUND53_4,0,1.05,78,'002326
670,FUND53,FUND53_14,0,1.05,78,'002326
50,FUND53,FUND53_26,0,1.05,78,'002326
670,FUND53,FUND53_51,0,1.05,78,'002326
200,FUND53,FUND53_54,0,1.05,78,'002326
50,FUND53,FUND53_63,0,1.05,78,'002326
200,INBK66,INBK66_1,0,1.05,78,'002326
670,FUND57,FUND57_1,0,1.05,78,'002326
670,FUND57,FUND57_2,0,1.05,78,'002326
100,FUND57,FUND57_3,0,1.05,78,'002326
100,FUND57,FUND57_7,0,1.05,78,'002326
350,FUND60,FUND60_7,0,1.05,78,'002326
670,TRST22,TRST22_1,0,1.049,78,'002326
670,INBK46,INBK46_1,0,1.044,78,'002326
670,TRST27,TRST27_1,0,1.04,78,'002326
670,FUND2,FUND2_21,0,1.025,78,'002326
300,FUND2,FUND2_26,0,1.025,78,'002326
670,FUND2,FUND2_34,0,1.025,78,'002326
670,FUND2,FUND2_35,0,1.025,78,'002326
670,FUND2,FUND2_36,0,1.025,78,'002326
670,FUND2,FUND2_37,0,1.025,78,'002326
670,FUND2,FUND2_38,0,1.025,78,'002326
430,FUND2,FUND2_39,0,1.025,78,'002326
80,FUND2,FUND2_45,0,1.025,78,'002326
350,FUND2,FUND2_48,0,1.025,78,'002326
100,FUND2,FUND2_51,0,1.025,78,'002326
100,FUND2,FUND2_52,0,1.025,78,'002326
670,FUND2,FUND2_53,0,1.025,78,'002326
670,INBK9,INBK9_2,0,1.025,78,'002326
670,INBK33,INBK33_4,0,1.025,78,'002326
670,INBK77,INBK77_36,0,1.025,78,'002326
670,INBK77,INBK77_40,0,1.025,78,'002326
670,INBK54,INBK54_3,0,1.0245,78,'002326
670,INSN12,INSN12_10,0,1.02,78,'002326
670,FUND7,FUND7_5,0,1.01,78,'002326
670,INBK22,INBK22_4,0,1.01,78,'002326
670,FINC3,FINC3_2,0,1,78,'002326
670,FUND2,FUND2_33,0,1,78,'002326
550,INBK11,INBK11_2,0,1,78,'002326
500,INBK11,INBK11_4,0,1,78,'002326
670,INBK12,INBK12_4,0,1,78,'002326
670,INBK15,INBK15_3,0,1,78,'002326
500,FUND10,FUND10_19,0,1,78,'002326
670,FUND11,FUND11_7,0,1,78,'002326
250,FUND11,FUND11_8,0,1,78,'002326
670,INBK21,INBK21_1,0,1,78,'002326
670,FINC7,FINC7_1,0,1,78,'002326
200,INBK27,INBK27_4,0,1,78,'002326
400,INBK42,INBK42_4,0,1,78,'002326
300,INBK42,INBK42_5,0,1,78,'002326
670,FUND25,FUND25_5,0,1,78,'002326
670,FUND25,FUND25_11,0,1,78,'002326
670,FUND28,FUND28_11,0,1,78,'002326
670,FUND28,FUND28_12,0,1,78,'002326
670,FUND34,FUND34_25,0,1,78,'002326
670,FUND34,FUND34_36,0,1,78,'002326
670,FUND34,FUND34_37,0,1,78,'002326
120,FUND34,FUND34_49,0,1,78,'002326
670,INBK49,INBK49_1,0,1,78,'002326
670,FINC18,FINC18_1,0,1,78,'002326
670,INSN8,INSN8_4,0,1,78,'002326
670,INSN8,INSN8_5,0,1,78,'002326
670,INSN8,INSN8_7,0,1,78,'002326
670,INSN8,INSN8_11,0,1,78,'002326
670,INSN8,INSN8_12,0,1,78,'002326
670,INSN8,INSN8_14,0,1,78,'002326
670,INSN8,INSN8_15,0,1,78,'002326
670,INSN8,INSN8_16,0,1,78,'002326
670,INSN8,INSN8_17,0,1,78,'002326
670,INSN8,INSN8_18,0,1,78,'002326
670,INSN8,INSN8_19,0,1,78,'002326
670,FINC26,FINC26_1,0,1,78,'002326
670,INBK59,INBK59_1,0,1,78,'002326
260,FUND53,FUND53_7,0,1,78,'002326
600,FUND53,FUND53_11,0,1,78,'002326
100,FUND53,FUND53_23,0,1,78,'002326
670,FUND53,FUND53_67,0,1,78,'002326
200,INBK66,INBK66_1,0,1,78,'002326
670,INBK68,INBK68_7,0,1,78,'002326
670,FINC30,FINC30_1,0,1,78,'002326
670,INBK70,INBK70_1,0,1,78,'002326
670,INSN12,INSN12_3,0,1,78,'002326
670,INSN12,INSN12_14,0,1,78,'002326
670,TRST40,TRST40_2,0,1,78,'002326
670,FUND53,FUND53_37,0,0.9615,78,'002326
670,FUND53,FUND53_69,0,0.9615,78,'002326
670,INBK48,INBK48_2,0,0.96,78,'002326
100,INBK78,INBK78_1,0,0.955,78,'002326
270,INBK35,INBK35_3,0,0.9515,78,'002326
670,FUND2,FUND2_2,0,0.95,78,'002326
330,FUND2,FUND2_31,0,0.95,78,'002326
500,FUND53,FUND53_17,0,0.95,78,'002326
250,FUND53,FUND53_18,0,0.95,78,'002326
670,FUND53,FUND53_19,0,0.95,78,'002326
270,INBK66,INBK66_1,0,0.95,78,'002326
670,TRST30,TRST30_10,0,0.95,78,'002326
670,FINC32,FINC32_1,0,0.95,78,'002326
300,FUND19,FUND19_3,0,0.94,78,'002326
670,FUND19,FUND19_6,0,0.94,78,'002326
420,FUND19,FUND19_12,0,0.94,78,'002326
100,TRST24,TRST24_1,0,0.94,78,'002326
670,INBK76,INBK76_3,0,0.94,78,'002326
300,INSN6,INSN6_16,0,0.9375,78,'002326
300,INSN6,INSN6_17,0,0.9375,78,'002326
670,FUND27,FUND27_11,0,0.935,78,'002326
300,INSN11,INSN11_1,0,0.935,78,'002326
600,INSN11,INSN11_2,0,0.935,78,'002326
660,TRST13,TRST13_1,0,0.93,78,'002326
320,FUND32,FUND32_5,0,0.93,78,'002326
670,INBK28,INBK28_5,0,0.925,78,'002326
600,TRST18,TRST18_1,0,0.925,78,'002326
150,TRST24,TRST24_1,0,0.925,78,'002326
670,INBK67,INBK67_3,0,0.925,78,'002326
670,INBK67,INBK67_4,0,0.925,78,'002326
670,INSN12,INSN12_4,0,0.925,78,'002326
670,INBK3,INBK3_3,0,0.915,78,'002326
670,INBK18,INBK18_3,0,0.915,78,'002326
670,INBK22,INBK22_1,0,0.9135,78,'002326
670,INSN9,INSN9_4,0,0.905,78,'002326
670,INSN9,INSN9_5,0,0.905,78,'002326
670,INSN9,INSN9_6,0,0.905,78,'002326
670,INSN9,INSN9_8,0,0.905,78,'002326
670,INSN9,INSN9_9,0,0.905,78,'002326
670,FUND39,FUND39_4,0,0.9025,78,'002326
670,FUND39,FUND39_20,0,0.9025,78,'002326
670,FUND39,FUND39_21,0,0.9025,78,'002326
670,FUND39,FUND39_22,0,0.9025,78,'002326
670,FUND39,FUND39_23,0,0.9025,78,'002326
300,TRST23,TRST23_1,0,0.9005,78,'002326
670,INBK2,INBK2_1,0,0.9,78,'002326
670,FINC2,FINC2_1,0,0.9,78,'002326
670,FUND4,FUND4_12,0,0.9,78,'002326
670,INBK34,INBK34_1,0,0.9,78,'002326
50,FUND23,FUND23_5,0,0.9,78,'002326
670,FUND23,FUND23_43,0,0.9,78,'002326
670,FUND23,FUND23_47,0,0.9,78,'002326
100,FUND23,FUND23_48,0,0.9,78,'002326
670,FUND23,FUND23_53,0,0.9,78,'002326
450,FUND23,FUND23_54,0,0.9,78,'002326
100,FUND23,FUND23_58,0,0.9,78,'002326
50,FUND23,FUND23_59,0,0.9,78,'002326
100,FUND23,FUND23_71,0,0.9,78,'002326
50,FUND23,FUND23_82,0,0.9,78,'002326
670,FUND23,FUND23_86,0,0.9,78,'002326
670,FUND34,FUND34_18,0,0.9,78,'002326
670,FUND34,FUND34_24,0,0.9,78,'002326
670,FUND34,FUND34_66,0,0.9,78,'002326
670,INBK48,INBK48_4,0,0.9,78,'002326
670,INBK53,INBK53_1,0,0.9,78,'002326
670,FINC20,FINC20_1,0,0.9,78,'002326
670,FINC21,FINC21_1,0,0.9,78,'002326
300,FUND42,FUND42_7,0,0.9,78,'002326
670,INBK57,INBK57_1,0,0.9,78,'002326
670,FUND46,FUND46_1,0,0.9,78,'002326
670,TRST32,TRST32_6,0,0.9,78,'002326
670,INSN12,INSN12_5,0,0.9,78,'002326
670,INBK74,INBK74_2,0,0.894,78,'002326
670,INBK8,INBK8_10,0,0.888,78,'002326
200,INBK35,INBK35_3,0,0.8795,78,'002326
150,INBK47,INBK47_2,0,0.8775,78,'002326
50,TRST24,TRST24_1,0,0.875,78,'002326
670,TRST31,TRST31_1,0,0.875,78,'002326
670,INSN12,INSN12_6,0,0.875,78,'002326
670,TRST25,TRST25_1,0,0.865,78,'002326
100,TRST39,TRST39_1,0,0.855,78,'002326
670,INBK2,INBK2_4,0,0.8525,78,'002326
300,INSN1,INSN1_1,0,0.8525,78,'002326
670,INBK6,INBK6_1,0,0.8525,78,'002326
670,FINC11,FINC11_1,0,0.8525,78,'002326
670,TRST20,TRST20_2,0,0.8525,78,'002326
670,INBK10,INBK10_1,0,0.85,78,'002326
600,FUND19,FUND19_2,0,0.85,78,'002326
670,FUND19,FUND19_8,0,0.85,78,'002326
670,FUND19,FUND19_11,0,0.85,78,'002326
500,INBK56,INBK56_1,0,0.85,78,'002326
670,FUND54,FUND54_3,0,0.85,78,'002326
670,INSN12,INSN12_2,0,0.85,78,'002326
670,INSN12,INSN12_7,0,0.85,78,'002326
670,INSN12,INSN12_11,0,0.85,78,'002326
670,INSN12,INSN12_12,0,0.85,78,'002326
670,INSN12,INSN12_13,0,0.85,78,'002326
670,INSN12,INSN12_15,0,0.85,78,'002326
150,INBK47,INBK47_2,0,0.8425,78,'002326
670,INBK50,INBK50_3,0,0.8415,78,'002326
340,TRST39,TRST39_1,0,0.84,78,'002326
670,FUND15,FUND15_9,0,0.834,78,'002326
670,FUND15,FUND15_10,0,0.834,78,'002326
600,FUND15,FUND15_17,0,0.834,78,'002326
670,FUND15,FUND15_19,0,0.834,78,'002326
670,FUND15,FUND15_23,0,0.834,78,'002326
400,FUND15,FUND15_24,0,0.834,78,'002326
400,FUND15,FUND15_26,0,0.834,78,'002326
200,INBK35,INBK35_3,0,0.8105,78,'002326
670,INBK64,INBK64_1,0,0.804,78,'002326
80,FUND23,FUND23_7,0,0.8,78,'002326
100,FUND23,FUND23_9,0,0.8,78,'002326
100,FUND23,FUND23_17,0,0.8,78,'002326
90,FUND23,FUND23_51,0,0.8,78,'002326
60,FUND23,FUND23_56,0,0.8,78,'002326
70,FUND23,FUND23_62,0,0.8,78,'002326
110,FUND23,FUND23_64,0,0.8,78,'002326
80,FUND23,FUND23_66,0,0.8,78,'002326
70,FUND23,FUND23_73,0,0.8,78,'002326
80,FUND23,FUND23_76,0,0.8,78,'002326
670,FUND23,FUND23_84,0,0.8,78,'002326
260,FUND23,FUND23_87,0,0.8,78,'002326
90,FUND23,FUND23_88,0,0.8,78,'002326
670,INBK19,INBK19_11,0,0.79,78,'002326
100,INBK47,INBK47_2,0,0.7775,78,'002326
230,TRST39,TRST39_1,0,0.76,78,'002326
670,TRST15,TRST15_1,0,0.7505,78,'002326
350,TRST23,TRST23_1,0,0.7505,78,'002326
400,FUND23,FUND23_91,0,0.75,78,'002326
400,FUND36,FUND36_3,0,0.75,78,'002326
400,FUND37,FUND37_7,0,0.75,78,'002326
670,INBK71,INBK71_4,0,0.75,78,'002326
670,FUND16,FUND16_9,0,0.735,78,'002326
670,INBK67,INBK67_1,0,0.73,78,'002326
670,FINC25,FINC25_1,0,0.725,78,'002326
670,TRST39,TRST39_5,0,0.715,78,'002326
670,INBK72,INBK72_1,0,0.683,78,'002326
100,FUND37,FUND37_7,0,0.65,78,'002326
280,INBK29,INBK29_4,0,0.646,78,'002326
260,INBK29,INBK29_4,0,0.6,78,'002326
200,FUND23,FUND23_20,0,0.6,78,'002326
500,FUND23,FUND23_24,0,0.6,78,'002326
670,FUND23,FUND23_26,0,0.6,78,'002326
670,FUND23,FUND23_27,0,0.6,78,'002326
500,FUND23,FUND23_44,0,0.6,78,'002326
500,FUND23,FUND23_69,0,0.6,78,'002326
300,FUND23,FUND23_70,0,0.6,78,'002326
200,FUND23,FUND23_90,0,0.6,78,'002326
60,INSN13,INSN13_16,0,0.575,78,'002326
670,INSN13,INSN13_20,0,0.575,78,'002326
80,INSN13,INSN13_27,0,0.575,78,'002326
70,INSN13,INSN13_30,0,0.575,78,'002326
100,INSN13,INSN13_42,0,0.575,78,'002326
80,INSN13,INSN13_44,0,0.575,78,'002326
80,INSN13,INSN13_45,0,0.575,78,'002326
50,INSN13,INSN13_48,0,0.575,78,'002326
670,INSN13,INSN13_54,0,0.575,78,'002326
670,INSN13,INSN13_55,0,0.575,78,'002326
670,INSN13,INSN13_56,0,0.575,78,'002326
670,INSN13,INSN13_57,0,0.575,78,'002326
670,INSN13,INSN13_58,0,0.575,78,'002326
670,INSN13,INSN13_67,0,0.575,78,'002326
130,INBK29,INBK29_4,0,0.5535,78,'002326
100,FUND37,FUND37_7,0,0.55,78,'002326
520,INBK60,INBK60_1,0,1.339869281,88,'002327
500,INBK42,INBK42_9,0,1.3071895425,88,'002327
260,FUND37,FUND37_7,0,1.2908496732,88,'002327
420,INBK8,INBK8_3,0,1.2418300654,88,'002327
200,FUND23,FUND23_2,0,1.2418300654,88,'002327
520,FUND23,FUND23_43,0,1.2418300654,88,'002327
520,FUND23,FUND23_47,0,1.2418300654,88,'002327
140,FUND23,FUND23_49,0,1.2418300654,88,'002327
240,FUND23,FUND23_50,0,1.2418300654,88,'002327
100,FUND23,FUND23_63,0,1.2418300654,88,'002327
520,FUND23,FUND23_91,0,1.2418300654,88,'002327
520,INBK48,INBK48_2,0,1.2418300654,88,'002327
520,INBK46,INBK46_1,0,1.2052287582,88,'002327
340,FUND39,FUND39_4,0,1.1960784314,88,'002327
300,FUND39,FUND39_20,0,1.1960784314,88,'002327
520,FUND39,FUND39_21,0,1.1960784314,88,'002327
260,FUND39,FUND39_22,0,1.1960784314,88,'002327
520,FUND39,FUND39_23,0,1.1960784314,88,'002327
100,INBK8,INBK8_1,0,1.1928104575,88,'002327
100,INBK8,INBK8_2,0,1.1764705882,88,'002327
520,INBK8,INBK8_7,0,1.1764705882,88,'002327
520,INBK15,INBK15_3,0,1.1764705882,88,'002327
520,FUND14,FUND14_2,0,1.1764705882,88,'002327
300,INBK42,INBK42_2,0,1.1764705882,88,'002327
140,FUND34,FUND34_58,0,1.1764705882,88,'002327
520,INBK77,INBK77_38,0,1.1764705882,88,'002327
520,INBK77,INBK77_45,0,1.1764705882,88,'002327
520,FUND10,FUND10_14,0,1.1666666667,88,'002327
500,FUND20,FUND20_5,0,1.1666666667,88,'002327
520,INBK42,INBK42_1,0,1.1666666667,88,'002327
520,FINC19,FINC19_1,0,1.1617647059,88,'002327
520,INBK27,INBK27_1,0,1.1437908497,88,'002327
300,INSN4,INSN4_2,0,1.1437908497,88,'002327
300,INSN4,INSN4_3,0,1.1437908497,88,'002327
520,INSN4,INSN4_4,0,1.1437908497,88,'002327
400,INSN4,INSN4_7,0,1.1437908497,88,'002327
300,INSN4,INSN4_9,0,1.1437908497,88,'002327
180,INSN4,INSN4_10,0,1.1437908497,88,'002327
520,FUND23,FUND23_1,0,1.1437908497,88,'002327
360,FUND23,FUND23_16,0,1.1437908497,88,'002327
220,FUND23,FUND23_18,0,1.1437908497,88,'002327
180,FUND23,FUND23_45,0,1.1437908497,88,'002327
100,FUND23,FUND23_65,0,1.1437908497,88,'002327
520,FUND23,FUND23_68,0,1.1437908497,88,'002327
120,FUND23,FUND23_77,0,1.1437908497,88,'002327
520,FUND23,FUND23_80,0,1.1437908497,88,'002327
520,FUND23,FUND23_81,0,1.1437908497,88,'002327
520,FUND23,FUND23_84,0,1.1437908497,88,'002327
180,FUND34,FUND34_2,0,1.1437908497,88,'002327
520,FUND34,FUND34_36,0,1.1437908497,88,'002327
240,FUND34,FUND34_37,0,1.1437908497,88,'002327
220,FUND34,FUND34_39,0,1.1437908497,88,'002327
100,FUND34,FUND34_50,0,1.1437908497,88,'002327
160,FUND34,FUND34_53,0,1.1437908497,88,'002327
180,FUND34,FUND34_59,0,1.1437908497,88,'002327
100,FUND34,FUND34_63,0,1.1437908497,88,'002327
520,INBK48,INBK48_4,0,1.1437908497,88,'002327
100,FUND37,FUND37_7,0,1.1437908497,88,'002327
520,INBK58,INBK58_1,0,1.1437908497,88,'002327
520,TRST28,TRST28_1,0,1.1437908497,88,'002327
160,FUND53,FUND53_7,0,1.1437908497,88,'002327
520,FUND53,FUND53_16,0,1.1437908497,88,'002327
520,FUND53,FUND53_20,0,1.1437908497,88,'002327
520,INBK69,INBK69_15,0,1.1437908497,88,'002327
520,INBK70,INBK70_1,0,1.1437908497,88,'002327
520,INBK75,INBK75_1,0,1.1437908497,88,'002327
520,FUND16,FUND16_9,0,1.1111111111,88,'002327
520,INSN4,INSN4_8,0,1.1111111111,88,'002327
100,INSN4,INSN4_11,0,1.1111111111,88,'002327
520,INSN4,INSN4_12,0,1.1111111111,88,'002327
520,INSN4,INSN4_13,0,1.1111111111,88,'002327
520,INSN4,INSN4_14,0,1.1111111111,88,'002327
520,INSN4,INSN4_15,0,1.1111111111,88,'002327
520,INSN4,INSN4_16,0,1.1111111111,88,'002327
520,INSN4,INSN4_21,0,1.1111111111,88,'002327
520,FUND7,FUND7_5,0,1.0980392157,88,'002327
260,TRST39,TRST39_1,0,1.091503268,88,'002327
160,FUND4,FUND4_4,0,1.0816993464,88,'002327
200,FUND58,FUND58_1,0,1.0816993464,88,'002327
100,FUND58,FUND58_4,0,1.0816993464,88,'002327
300,FUND58,FUND58_5,0,1.0816993464,88,'002327
160,FUND2,FUND2_1,0,1.0784313725,88,'002327
120,FUND2,FUND2_28,0,1.0784313725,88,'002327
520,FUND2,FUND2_29,0,1.0784313725,88,'002327
520,FUND2,FUND2_35,0,1.0784313725,88,'002327
520,FUND2,FUND2_36,0,1.0784313725,88,'002327
